Time,sp_0,sp_1,sp1,sp2,sp_2
4367.335881002408,1533,2650,4967,4992,5
4374.487584020084,1533,2652,4967,4993,5
4381.540464132399,1533,2660,4967,4991,5
4388.466660122553,1533,2655,4967,4992,5
4395.777265116008,1531,2665,4969,4991,5
4402.804556587709,1530,2672,4970,4991,5
4410.0350374310165,1529,2672,4971,4991,4
4417.102629360659,1529,2658,4971,4991,4
4424.183037747908,1529,2652,4971,4991,4
4431.21126864468,1529,2656,4971,4990,3
4438.209494500131,1529,2658,4971,4993,2
4445.353563013747,1529,2644,4971,4992,2
4452.382748021809,1528,2654,4972,4992,2
4459.433931613683,1527,2661,4973,4993,2
4466.470963987481,1526,2651,4974,4994,2
4473.486677905671,1526,2639,4974,4996,2
4480.85471844808,1526,2620,4974,4995,2
4487.89048454147,1526,2637,4974,4995,2
4494.883034942771,1526,2620,4974,4996,2
4501.9460183363335,1526,2629,4974,4996,2
4508.836169433955,1526,2660,4974,4996,2
4516.046884196753,1526,2670,4974,4997,2
4523.058508497864,1526,2686,4974,4997,2
4530.16982066998,1526,2691,4974,4997,2
4537.006394272749,1526,2688,4974,4997,2
4544.2820929264235,1526,2663,4974,4997,2
4551.484908698855,1526,2657,4974,4997,2
4558.52104252374,1526,2660,4974,4997,2
4565.631177701739,1526,2672,4974,4997,2
4572.680700831001,1526,2668,4974,4997,2
4579.811823499389,1526,2673,4974,4996,2
4586.89778458722,1525,2679,4975,4996,1
4593.754262441223,1525,2680,4975,4996,1
4600.960156027464,1525,2664,4975,4997,1
4608.081774997182,1524,2653,4976,4998,1
4615.125841436768,1524,2661,4976,4996,1
4622.10605484186,1524,2656,4976,4996,1
4629.15304575501,1524,2650,4976,4997,0
4636.092379196976,1524,2649,4976,4997,0
4643.122822896604,1524,2663,4976,4996,0
4650.166832544927,1524,2678,4976,4998,0
4657.219077924356,1524,2681,4976,4997,0
4664.204647201302,1524,2677,4976,4996,0
4671.236837609175,1524,2676,4976,4997,0
4678.212944608753,1524,2683,4976,4998,0
4685.562617643932,1524,2682,4976,4999,0
4692.551202801174,1524,2676,4976,5000,0
4699.59470235482,1524,2668,4976,4998,0
4706.508275564858,1524,2666,4976,4997,0
4713.606257674121,1524,2664,4976,4998,0
4720.7345642990795,1524,2657,4976,4997,0
4727.7014059978,1524,2650,4976,4997,0
4734.8257930211175,1524,2657,4976,4996,0
4741.739586925304,1524,2658,4976,4998,0
4748.867131434013,1524,2648,4976,4999,0
4755.80309208872,1524,2642,4976,4999,0
4762.833273160101,1524,2628,4976,4997,0
4769.955662611938,1524,2630,4976,4995,0
4776.901057467632,1522,2634,4978,4994,0
4783.99466489735,1522,2640,4978,4994,0
4791.132736616822,1522,2657,4978,4996,0
4798.176178804169,1522,2671,4978,4997,0
4805.267188184165,1522,2675,4978,4997,0
4812.186216961646,1521,2683,4979,4998,0
4819.326326219486,1521,2692,4979,4998,0
4826.225091914001,1519,2686,4981,4999,0
4833.31033543105,1518,2687,4982,4999,0
4840.327872293902,1518,2705,4982,4999,0
4847.316238652838,1517,2716,4983,4999,0
4854.409069733486,1517,2743,4983,4998,0
4861.383062780056,1516,2729,4984,4999,0
4868.625501481441,1516,2760,4984,4998,0
4875.706374495692,1516,2739,4984,4999,0
4882.721352821027,1515,2751,4985,4998,0
4889.751331726124,1515,2758,4985,4999,0
4896.770175368533,1515,2752,4985,4999,0
4903.828212031381,1515,2761,4985,4997,0
4910.814458168715,1515,2761,4985,4998,0
4917.851453561044,1515,2747,4985,4998,0
4924.85294343684,1515,2740,4985,5000,0
4931.892911059873,1515,2755,4985,5000,0
4938.982802240518,1515,2744,4985,5000,0
4946.142266268923,1515,2740,4985,4999,0
4953.21765970054,1515,2742,4985,4999,0
4960.166994735888,1515,2751,4985,4999,0
4967.185234646066,1515,2744,4985,5000,0
4974.308343164315,1515,2742,4985,4999,0
4981.272593002272,1514,2739,4986,4999,0
4988.291867844189,1514,2735,4986,5000,0
4995.252156933823,1514,2737,4986,4999,0
5002.290140599557,1514,2720,4986,4998,0
5009.318121906541,1514,2719,4986,4998,0
5016.31943895516,1514,2723,4986,4999,0
5023.380615651745,1514,2708,4986,4999,0
5030.356540801698,1513,2708,4987,4999,0
5037.4006293070615,1513,2696,4987,4999,0
5044.352135597706,1513,2669,4987,4999,0
5051.4682171231725,1513,2664,4987,4999,0
5058.517374059014,1513,2654,4987,4999,0
5065.531146700558,1513,2652,4987,4999,0
5072.538439136818,1513,2653,4987,5000,0
5079.560793984844,1513,2651,4987,5000,0
5086.605987846267,1513,2636,4987,5000,0
5093.62726458813,1512,2629,4988,5000,0
5100.702075252062,1512,2615,4988,5000,0
5107.543483543636,1512,2621,4988,5000,0
5114.871976082974,1512,2630,4988,5000,0
5121.881308785079,1512,2636,4988,5000,0
5129.133951400925,1512,2628,4988,5000,0
5136.187898655477,1512,2633,4988,5000,0
5143.122499548406,1512,2649,4988,5000,0
5150.1883529862225,1511,2649,4989,5000,0
5157.224969368889,1511,2674,4989,5000,0
5164.15754693753,1510,2666,4990,5000,0
5171.334030058594,1510,2684,4990,5000,0
5178.375991246459,1510,2690,4990,5000,0
5185.370358181042,1510,2692,4990,5000,0
5192.41506578278,1510,2700,4990,4999,0
5199.3212462117635,1510,2721,4990,4998,0
5206.506250972756,1509,2716,4991,4999,0
5213.566182492216,1509,2719,4991,4999,0
5220.456136764886,1509,2707,4991,4999,0
5227.834528735898,1509,2696,4991,4999,0
5234.918591542465,1509,2696,4991,4998,0
5241.793880812485,1509,2697,4991,4998,0
5248.888269262285,1509,2694,4991,4998,0
5255.86298411824,1509,2683,4991,5000,0
5263.068485962788,1509,2684,4991,5000,0
5270.078399001714,1509,2676,4991,4999,0
5277.122234881061,1508,2664,4992,4999,0
5284.17214151348,1508,2677,4992,4999,0
5291.103805972565,1507,2686,4993,4999,0
5298.184564531529,1507,2698,4993,4999,0
5305.436349475524,1507,2680,4993,4999,0
5312.489523097878,1507,2679,4993,4999,0
5319.402755586377,1507,2682,4993,4999,0
5326.537511275921,1507,2691,4993,4999,1
5333.570805723946,1507,2681,4993,4999,1
5340.666773200969,1507,2680,4993,4999,1
5347.684012333369,1507,2684,4993,4999,1
5354.630465127296,1507,2684,4993,4999,1
5361.732566624408,1507,2661,4993,4998,1
5368.758838199495,1507,2675,4993,4998,1
5375.767241794706,1507,2677,4993,4998,1
5382.777890789756,1507,2688,4993,4998,1
5389.799074407641,1507,2678,4993,4998,1
5396.8016916277775,1507,2681,4993,4999,1
5403.884205497758,1507,2665,4993,4999,1
5410.803297439407,1507,2654,4993,4999,1
5417.994475333679,1507,2668,4993,4999,1
5425.214689542649,1507,2656,4993,4999,1
5432.3173247951945,1507,2657,4993,4999,1
5439.458337472181,1507,2653,4993,4999,1
5446.479652468741,1507,2655,4993,4999,1
5453.549493571575,1507,2657,4993,4998,1
5460.645361253068,1507,2654,4993,4998,2
5467.764556876007,1507,2643,4993,4998,2
5474.686033737141,1507,2647,4993,4998,2
5481.510991632259,1506,2630,4994,4998,2
5488.898848679165,1506,2634,4994,4998,2
5496.000933939785,1506,2641,4994,4997,2
5502.86300212867,1506,2656,4994,4998,2
5510.068124482559,1506,2658,4994,4998,2
5517.089494251661,1506,2670,4994,4998,2
5524.0135544122295,1506,2660,4994,4997,2
5531.147108399071,1506,2664,4994,4998,2
5538.091028939106,1506,2657,4994,4998,2
5545.173352931302,1506,2669,4994,4997,2
5552.196230110215,1506,2660,4994,4997,2
5559.21036702038,1506,2669,4994,4997,2
5566.406326685018,1506,2667,4994,4997,2
5573.475192002158,1506,2672,4994,4998,2
5580.442136518905,1506,2686,4994,4998,2
5587.482905175242,1506,2679,4994,4998,2
5594.628136604307,1506,2683,4994,4998,2
5601.6405299063645,1506,2695,4994,4998,2
5608.710058493036,1506,2669,4994,4998,2
5615.721865704239,1506,2672,4994,4998,2
5622.792090267487,1506,2667,4994,4998,2
5629.906428633152,1506,2658,4994,4998,2
5636.918955059213,1506,2673,4994,4998,2
5643.930836240486,1506,2679,4994,4998,2
5650.959820366031,1506,2686,4994,4998,2
5658.007314797374,1506,2691,4994,4998,2
5665.076383878773,1506,2700,4994,4998,2
5672.072328731373,1506,2716,4994,4997,2
5679.029893501235,1506,2712,4994,4997,2
5686.110546548292,1506,2717,4994,4997,2
5693.153338804364,1506,2709,4994,4997,1
5700.07064712121,1506,2705,4994,4997,0
5707.265969096945,1506,2692,4994,4998,0
5714.317550547811,1506,2694,4994,4998,0
5721.37989706617,1505,2677,4995,4997,0
5728.387094788015,1505,2672,4995,4997,0
5735.3955277741725,1505,2674,4995,4998,0
5742.456258780526,1505,2688,4995,4998,0
5749.49410109447,1505,2690,4995,4998,0
5756.433529152499,1505,2687,4995,4999,0
5763.638030772661,1505,2681,4995,5000,0
5770.7385929090005,1505,2673,4995,5000,0
5777.833387544013,1505,2672,4995,5000,0
5784.854750617383,1505,2675,4995,4999,0
5791.905242164783,1505,2655,4995,4999,0
5798.925953522825,1505,2666,4995,4999,0
5806.075964201464,1505,2676,4995,4999,0
5813.105223199214,1505,2680,4995,4999,0
5820.101874510288,1505,2685,4995,5000,0
5827.129839740704,1505,2686,4995,4998,0
5834.147298293318,1505,2684,4995,4999,0
5841.215864991881,1505,2664,4995,4999,0
5848.221433463191,1505,2675,4995,4999,0
5855.209489229858,1505,2680,4995,4999,0
5862.243320090902,1505,2679,4995,4999,0
5869.263658156805,1505,2694,4995,4999,0
5876.374546959233,1505,2696,4995,5000,0
5883.427444516726,1505,2686,4995,5000,0
5890.4270735993405,1505,2675,4995,4999,0
5897.416657589314,1505,2676,4995,5000,0
5904.506124761488,1505,2665,4995,5000,0
5911.586873940201,1505,2668,4995,5000,0
5918.624261357017,1504,2695,4996,5000,0
5925.681801638329,1504,2697,4996,5000,0
5932.701244606641,1504,2687,4996,5000,0
5939.818651216509,1504,2690,4996,5000,0
5946.865740258295,1504,2697,4996,5000,0
5953.848409095176,1504,2682,4996,5000,0
5960.904286855384,1504,2671,4996,5000,0
5967.956848894546,1504,2685,4996,5000,0
5975.07455450222,1504,2687,4996,5000,0
5982.113479477952,1504,2689,4996,5000,0
5989.172451936639,1504,2704,4996,5000,0
5996.213562621824,1504,2691,4996,5000,0
6003.3622674442195,1504,2698,4996,5000,0
6010.272009746447,1504,2699,4996,5000,0
6017.409331541171,1504,2718,4996,5000,0
6024.400909295334,1504,2729,4996,5000,0
6031.281775595025,1504,2726,4996,5000,0
6038.6102478892835,1504,2709,4996,5000,0
6045.717836634161,1504,2711,4996,5000,0
6052.739729014775,1504,2720,4996,5000,0
6059.727791532132,1504,2714,4996,5000,0
6066.810269184391,1504,2711,4996,5000,0
6073.823068798458,1504,2706,4996,4999,0
6080.757611588478,1504,2697,4996,4999,0
6088.07671583331,1504,2710,4996,5000,0
6095.163486534157,1504,2713,4996,5000,0
6102.040882183226,1504,2701,4996,5000,0
6109.080519027422,1504,2680,4996,5000,0
6116.1760271104895,1504,2686,4996,5000,0
6123.2850661152615,1504,2689,4996,5000,0
6130.214235013,1504,2687,4996,5000,0
6137.386757465709,1503,2681,4997,5000,0
6144.34570470142,1503,2665,4997,5000,0
6151.450704860358,1503,2652,4997,5000,0
6158.422104756671,1503,2660,4997,5000,0
6165.519533067035,1503,2676,4997,5000,0
6172.196616280918,1503,2688,4997,5000,0
6179.472945211925,1503,2690,4997,5000,0
6186.53594856312,1503,2693,4997,5000,0
6193.515542305913,1503,2692,4997,5000,0
6200.646697343608,1503,2695,4997,5000,0
6207.619536776174,1503,2688,4997,5000,0
6214.5981424638285,1503,2661,4997,5000,0
6221.687984211472,1503,2658,4997,5000,0
6228.755653329081,1503,2658,4997,5000,0
6235.757379265915,1503,2669,4997,5000,0
6242.898585302145,1503,2678,4997,4999,0
6249.813564250683,1503,2687,4997,4999,0
6256.927979127962,1503,2680,4997,4999,1
6263.872675798509,1503,2687,4997,4999,1
6271.004260011382,1503,2684,4997,4999,1
6277.828243910078,1503,2666,4997,4999,1
6285.123137657008,1502,2670,4998,4999,1
6292.074929212816,1502,2648,4998,4999,1
6298.987122278564,1502,2651,4998,4999,1
6306.248302857977,1502,2646,4998,4999,1
6313.309254696644,1502,2633,4998,4999,1
6320.31962684042,1502,2617,4998,4998,1
6327.324975659449,1502,2612,4998,4999,1
6334.4366838035085,1502,2610,4998,4999,1
6341.305941706714,1502,2613,4998,4999,1
6348.616155107824,1502,2609,4998,4999,1
6355.709117793349,1502,2623,4998,4999,1
6362.813741411662,1502,2617,4998,4999,1
6369.817820840765,1502,2629,4998,4999,0
6376.845891853534,1502,2630,4998,4999,0
6383.909647037815,1502,2640,4998,5000,0
6390.824990836594,1502,2613,4998,5000,0
6397.937665007228,1502,2623,4998,5000,0
6405.012311620016,1502,2627,4998,5000,0
6412.000277837211,1502,2647,4998,5000,0
6419.027317147333,1502,2652,4998,5000,0
6426.1678791122,1502,2644,4998,5000,0
6433.2184398949985,1502,2651,4998,5000,0
6440.31758129386,1502,2645,4998,5000,0
6447.133721211549,1502,2665,4998,5000,0
6454.5376472054795,1502,2676,4998,5000,0
6461.661895453462,1502,2669,4998,5000,0
6468.760656494586,1502,2659,4998,5000,0
6475.7402684397675,1502,2651,4998,5000,0
6482.667928585425,1502,2638,4998,5000,0
6489.880247819949,1502,2608,4998,4999,0
6497.137515643176,1502,2618,4998,4999,0
6504.1802386666495,1502,2606,4998,5000,0
6511.302453129993,1502,2604,4998,5000,0
6518.395896789943,1501,2618,4999,5000,0
6525.487812160373,1501,2632,4999,5000,0
6532.269568463235,1501,2621,4999,5000,0
6539.575390423714,1501,2632,4999,5000,0
6546.652567924745,1501,2651,4999,5000,0
6553.60227329743,1501,2628,4999,5000,0
6560.676791914337,1501,2645,4999,5000,0
6567.665686312549,1501,2637,4999,5000,0
6574.769426805616,1501,2639,4999,5000,0
6581.954462501887,1501,2657,4999,5000,0
6588.941958328137,1501,2665,4999,5000,0
6596.007641285838,1501,2677,4999,5000,0
6603.021495705416,1501,2688,4999,5000,0
6610.033493350091,1501,2692,4999,5000,0
6617.015025590513,1501,2710,4999,5000,0
6624.0957355705605,1501,2709,4999,5000,0
6631.104692866229,1501,2700,4999,5000,0
6638.131245321213,1501,2679,4999,5000,0
6645.115034584286,1501,2677,4999,5000,0
6652.182313651396,1501,2673,4999,5000,0
6659.258586635142,1501,2668,4999,5000,0
6666.146489830035,1501,2652,4999,5000,0
6673.329628239489,1501,2649,4999,5000,0
6680.498274420486,1501,2639,4999,5000,0
6687.427227304819,1501,2648,4999,5000,0
6694.556295380273,1501,2662,4999,5000,0
6701.504880338469,1501,2661,4999,5000,0
6708.553449860872,1501,2651,4999,5000,0
6715.6737009440685,1501,2669,4999,5000,0
6722.70908308724,1501,2680,4999,5000,0
6729.88203774373,1501,2676,4999,5000,0
6736.892726355347,1501,2682,4999,5000,0
6744.134930004618,1501,2678,4999,5000,0
6751.152318882131,1501,2672,4999,5000,0
6758.203007179702,1501,2677,4999,5000,0
6765.383628935084,1501,2684,4999,5000,0
6772.433676399772,1501,2697,4999,5000,0
6779.441174541962,1501,2683,4999,5000,0
6786.381054131635,1501,2672,4999,5000,0
6793.50991542933,1501,2667,4999,5000,0
6800.727069108892,1501,2661,4999,5000,0
6807.733124571871,1501,2645,4999,5000,0
6814.71751428996,1501,2635,4999,5000,0
6821.755440445379,1501,2654,4999,5000,0
6828.665297626348,1501,2653,4999,5000,0
6835.804572296307,1501,2656,4999,5000,0
6842.865425258567,1501,2658,4999,5000,0
6849.845351824584,1501,2661,4999,5000,0
6856.887857701946,1501,2661,4999,5000,0
6864.038320545722,1501,2665,4999,5000,0
6870.971210971533,1501,2674,4999,5000,0
6878.0709612962655,1501,2658,4999,5000,0
6885.076987598386,1501,2649,4999,4999,0
6892.022286897077,1501,2623,4999,4999,0
6899.073857993794,1501,2611,4999,4999,0
6906.133899206133,1501,2600,4999,4999,0
6913.157357725593,1501,2600,4999,5000,0
6920.190370030601,1501,2615,4999,5000,0
6927.194476241617,1501,2616,4999,5000,0
6934.264837312612,1501,2622,4999,5000,0
6941.278517871874,1501,2633,4999,5000,0
6948.364267076372,1501,2636,4999,5000,0
6955.663657084333,1500,2618,5000,5000,0
6962.6165182216455,1500,2620,5000,5000,0
6969.744015586031,1500,2623,5000,5000,0
6976.796026525609,1500,2606,5000,5000,0
6983.792697745263,1500,2623,5000,5000,0
6990.839361325425,1500,2641,5000,5000,0
6997.896851014983,1500,2654,5000,5000,0
6999.840663698411,1500,2644,5000,5000,0
6999.999999998407,1500,2644,5000,5000,0
