Time,(([sp267] + [sp268]) + [Species]),(([sp256] + [sp257]) + [Species_1]),(([sp261] + [sp262]) + [Species_2])
248112.6292716606,175,401,142
248362.5663962007,168,398,143
248612.7418163901,180,399,149
248862.87808092695,168,382,147
249112.89791736007,170,394,149
249363.04731675793,165,396,148
249613.38894495755,165,406,138
249863.43510857417,167,386,144
249999.91175828705,173,399,145
249999.99999999913,173,399,145
