Time,Fuel,Reporter,sp1
5909.329608462683,2500,318,4682
5916.414766827375,2498,316,4682
5923.490749213301,2499,317,4682
5930.546997786277,2495,312,4683
5937.6081634386765,2492,309,4683
5944.508407372061,2495,311,4684
5951.616243156379,2497,313,4684
5958.694887458079,2498,313,4685
5965.699910199354,2495,310,4685
5972.8252285351355,2493,308,4685
5979.672692240169,2494,308,4686
5986.808818082782,2495,307,4688
5993.909996091508,2492,304,4688
6000.900528245502,2494,306,4688
6007.926096598882,2494,306,4688
6014.908246959544,2495,307,4688
6021.987286465836,2495,307,4688
6029.0455528325365,2499,311,4688
6036.063149660177,2497,309,4688
6043.072146926413,2497,307,4690
6050.062316483028,2494,304,4690
6057.122880741666,2498,308,4690
6064.206188545474,2498,308,4690
6071.208661768898,2498,308,4690
6078.221478378501,2497,307,4690
6085.312845022799,2497,307,4690
6092.303748291832,2498,307,4691
6099.337007131568,2497,306,4691
6106.154965457684,2497,305,4692
6113.430013030306,2498,305,4693
6120.483501341072,2497,304,4693
6127.5162756906575,2499,304,4695
6134.627047732557,2498,303,4695
6141.659591839514,2497,301,4696
6148.809114377997,2495,298,4697
6155.89052238315,2498,301,4697
6162.9511606949245,2498,300,4698
6170.102738901322,2498,300,4698
6177.134621399126,2498,298,4700
6184.108606571902,2493,293,4700
6191.1786200647,2492,292,4700
6198.2516520221725,2495,295,4700
6205.230814874213,2495,295,4700
6212.277870646088,2495,295,4700
6219.241944662932,2498,297,4701
6226.36051746837,2493,292,4701
6233.368991250318,2494,293,4701
6240.44028626869,2495,294,4701
6247.418866689326,2497,296,4701
6254.515026913645,2496,294,4702
6261.393882828115,2497,295,4702
6268.574301487435,2497,294,4703
6275.635343224123,2497,293,4704
6282.73925497011,2495,291,4704
6289.772430339741,2495,291,4704
6296.7566981396685,2498,293,4705
6303.85814096453,2499,293,4706
6310.859789352295,2495,289,4706
6317.979973447871,2496,290,4706
6325.168549850189,2498,292,4706
6332.095791916667,2494,288,4706
6339.162956824285,2494,288,4706
6346.085197946865,2499,293,4706
6353.1920522224345,2498,292,4706
6360.215701494356,2496,290,4706
6367.285718975318,2497,291,4706
6374.397660223274,2495,288,4707
6381.458460952209,2495,288,4707
6388.492274906986,2492,285,4707
6395.6633638912,2493,285,4708
6402.6622280703905,2490,281,4709
6409.684723800327,2489,280,4709
6416.7750058742395,2491,281,4710
6423.768312661729,2494,284,4710
6430.868827205207,2496,286,4710
6437.96762537961,2496,286,4710
6444.989523665325,2495,284,4711
6452.022356210916,2498,284,4714
6459.015681336768,2498,284,4714
6465.957262647385,2498,284,4714
6473.102382215589,2497,283,4714
6480.244851800505,2494,280,4714
6487.336443084327,2492,278,4714
6494.427739601942,2495,280,4715
6501.429902368731,2495,280,4715
6508.501727092971,2497,282,4715
6515.544218268528,2499,284,4715
6522.612222266524,2497,282,4715
6529.792497193714,2496,281,4715
6536.756138013085,2497,282,4715
6543.785384055782,2496,281,4715
6550.944091321477,2496,281,4715
6557.962856272242,2494,279,4715
6564.937133224701,2496,281,4715
6572.042828107327,2498,282,4716
6579.095559145564,2498,282,4716
6586.179701647236,2498,282,4716
6593.285281019539,2500,283,4717
6600.29145416899,2495,278,4717
6607.422090312263,2492,275,4717
6614.470842857234,2496,279,4717
6621.536679317323,2495,278,4717
6628.591903871959,2495,277,4718
6635.584429458711,2497,279,4718
6642.67826631381,2497,277,4720
6649.689567579288,2497,277,4720
6656.636687746665,2495,274,4721
6663.801389706361,2496,275,4721
6670.868516546517,2498,275,4723
6677.830594374242,2496,272,4724
6684.884521493488,2495,271,4724
6691.87072322509,2494,270,4724
6698.942627113672,2496,272,4724
6705.95089501672,2497,272,4725
6713.018440672364,2497,272,4725
6720.036677322973,2497,272,4725
6727.015155061428,2497,272,4725
6734.109464985676,2495,270,4725
6741.216800582356,2495,270,4725
6748.192672989272,2495,270,4725
6755.217882938119,2497,272,4725
6762.445697868099,2498,273,4725
6769.621204483861,2496,271,4725
6776.645199301138,2498,273,4725
6783.679027278745,2499,274,4725
6790.784076230893,2499,274,4725
6797.7841534188165,2498,273,4725
6804.761103810365,2497,272,4725
6811.634683031972,2498,273,4725
6818.885677958912,2499,274,4725
6825.928993234839,2499,272,4727
6832.934423295002,2497,270,4727
6840.0803016667105,2496,269,4727
6847.280172102973,2492,265,4727
6854.186345219021,2491,263,4728
6861.427182565412,2494,266,4728
6868.3878488682885,2496,268,4728
6875.616383415872,2497,269,4728
6882.60408785168,2497,269,4728
6889.611123688665,2495,267,4728
6896.667207879362,2496,268,4728
6903.768838992844,2493,265,4728
6910.886684574529,2495,267,4728
6917.936911021347,2494,265,4729
6924.991655821536,2497,267,4730
6931.951703287871,2498,268,4730
6939.078613045999,2497,265,4732
6946.159755653097,2499,266,4733
6953.271808476932,2493,260,4733
6960.357874581381,2497,264,4733
6967.24539351407,2497,264,4733
6974.407835548758,2497,264,4733
6981.500495620995,2499,266,4733
6988.530065557654,2498,265,4733
6995.623576605302,2500,267,4733
6999.987475384807,2498,265,4733
6999.999999999875,2498,265,4733
