Time,sum([Species]),sum([Species_1]),sum([sp23]),sum([sp22]),BJ2x2_5
1760225.003925644,4,5,95,95,0
1762220.0382727138,4,5,95,95,0
1764566.248403912,4,5,95,95,0
1765524.7169828299,5,5,95,95,0
1769389.083513804,4,5,95,95,0
1769677.9441310267,5,5,95,95,0
1773841.2611164774,4,5,95,95,0
1776409.3289671615,4,5,95,95,0
1778527.6772346378,4,5,95,95,0
1780750.2622578172,4,5,95,95,0
1782667.380423987,5,5,95,95,0
1785407.34656308,5,5,95,95,0
1789546.155157397,5,5,95,95,0
1790919.4866343166,5,5,95,95,0
1793629.7465729802,5,5,95,95,0
1796192.2683523663,5,5,95,95,0
1799065.962905888,4,5,95,95,0
1801347.4430131887,5,5,95,95,0
1803431.610228029,5,5,95,95,0
1806162.4928982104,5,5,95,95,0
1809264.1025960825,3,5,95,95,0
1811271.0493602434,5,5,95,95,0
1813417.5177073912,5,5,95,95,0
1818603.3898239092,4,5,95,95,0
1820766.5686013175,4,5,95,95,0
1822842.33236641,4,5,95,95,0
1825908.214538933,3,5,95,95,0
1827912.5243523624,4,5,95,95,0
1830583.169580147,5,5,95,95,0
1834079.721816222,5,5,95,95,0
1835941.5333582356,5,5,95,95,0
1839274.6074166857,2,5,95,95,0
1841359.7478786965,3,5,95,95,0
1843389.6974801845,5,5,95,95,0
1844166.8893998004,5,5,95,95,0
1849279.373118636,5,5,95,95,0
1852314.7031000115,3,5,95,95,0
1854345.6957515064,4,5,95,95,0
1856550.2408846065,5,5,95,95,0
1858297.1092453909,5,5,95,95,0
1863757.6166622946,4,5,95,95,0
1865666.7239630637,5,5,95,95,0
1868505.8597348786,5,5,95,95,0
1871466.9142173317,3,5,95,95,0
1872807.6779521767,4,5,95,95,0
1875684.0838817186,4,5,95,95,0
1877051.7044467586,5,5,95,95,0
1879972.8785640083,4,5,95,95,0
1881757.8980532584,5,5,95,95,0
1884646.927636197,5,5,95,95,0
1886003.1137249572,5,5,95,95,0
1889029.2709937436,5,5,95,95,0
1891866.9626590938,5,5,95,95,0
1894422.502847637,5,5,95,95,0
1896907.4826773952,3,5,95,95,0
1898672.145820576,5,5,95,95,0
1901450.3756176373,4,5,95,95,0
1903240.764916,4,5,95,95,0
1905479.0678519306,4,5,95,95,0
1907975.0596456174,3,5,95,95,0
1910047.867733904,5,5,95,95,0
1913682.2964319296,5,5,95,95,0
1916128.2104748639,5,5,95,95,0
1919273.7654779176,5,5,95,95,0
1923301.5682328232,3,5,95,95,0
1925238.754023861,4,5,95,95,0
1927308.2625784234,4,5,95,95,0
1929323.0946714317,4,5,95,95,0
1931104.2841627586,5,5,95,95,0
1933621.0486150756,4,5,95,95,0
1935853.1365896459,4,5,95,95,0
1937669.1323528336,4,5,95,95,0
1938508.045093182,5,5,95,95,0
1941245.6816777375,4,5,95,95,0
1944047.475653428,5,5,95,95,0
1946640.856262697,4,5,95,95,0
1949071.7501930674,5,5,95,95,0
1951143.7738752216,5,5,95,95,0
1953338.3362724595,4,5,95,95,0
1955582.2985838645,5,5,95,95,0
1956233.169695793,5,5,95,95,0
1960474.380082097,4,5,95,95,0
1962971.7438963333,4,5,95,95,0
1965026.786844601,5,5,95,95,0
1967995.0339411166,3,5,95,95,0
1970139.6475642384,4,5,95,95,0
1972450.8203443647,5,5,95,95,0
1974613.7959591113,4,5,95,95,0
1976893.334593147,5,5,95,95,0
1978949.377633756,5,5,95,95,0
1981808.4084336523,4,5,95,95,0
1983727.2787507423,5,5,95,95,0
1986454.8421784446,2,5,95,95,0
1988500.0706817715,5,5,95,95,0
1991379.8748092172,5,5,95,95,0
1993371.3161588323,5,5,95,95,0
1995766.733135363,5,5,95,95,0
1998284.5149830033,5,5,95,95,0
1999781.3225807757,4,5,95,95,0
1999999.9999978133,4,5,95,95,0
